timestamp,action,symbol,decision,quantity,price,reason,score,cash_before,cash_after,portfolio_value,pnl_realized,pnl_unrealized
2026-04-24T10:54:46.434766,SIGNAL,NFLX,,,,score_9.1_momentum_0.0078,9.12,,,,,
2026-04-24T10:54:46.435759,DECISION,NFLX,BUY,,,score_9.1_momentum_0.0078,9.12,,,,,
2026-04-24T10:54:46.437150,RISK_CHECK,NFLX,,100,462.86,position_size_exceeds_limit_22,,,,,,
2026-04-24T10:54:46.628303,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:54:49.767388,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:54:53.173399,SIGNAL,TREX,,,,score_9.4_momentum_0.0022,9.43,,,,,
2026-04-24T10:54:53.174535,DECISION,TREX,BUY,,,score_9.4_momentum_0.0022,9.43,,,,,
2026-04-24T10:54:53.175830,RISK_CHECK,TREX,,100,381.87,position_size_exceeds_limit_26,,,,,,
2026-04-24T10:54:53.424486,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:54:56.174687,SIGNAL,NIO,,,,score_10.4_momentum_0.0069,10.42,,,,,
2026-04-24T10:54:56.176013,DECISION,NIO,BUY,,,score_10.4_momentum_0.0069,10.42,,,,,
2026-04-24T10:54:56.177120,RISK_CHECK,NIO,,100,262.33,position_size_exceeds_limit_38,,,,,,
2026-04-24T10:54:56.403346,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:54:59.180884,SIGNAL,NIO,,,,score_11.9_momentum_0.0105,11.88,,,,,
2026-04-24T10:54:59.182215,DECISION,NIO,BUY,,,score_11.9_momentum_0.0105,11.88,,,,,
2026-04-24T10:54:59.183469,RISK_CHECK,NIO,,100,264.3,position_size_exceeds_limit_38,,,,,,
2026-04-24T10:54:59.396327,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:02.567101,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:05.702079,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:08.440997,SIGNAL,EXLS,,,,score_10.9_momentum_0.0055,10.93,,,,,
2026-04-24T10:55:08.442408,DECISION,EXLS,BUY,,,score_10.9_momentum_0.0055,10.93,,,,,
2026-04-24T10:55:08.443682,RISK_CHECK,EXLS,,100,130.75,position_size_exceeds_limit_76,,,,,,
2026-04-24T10:55:08.444980,SIGNAL,FSLY,,,,score_10.5_momentum_0.0073,10.49,,,,,
2026-04-24T10:55:08.446481,DECISION,FSLY,BUY,,,score_10.5_momentum_0.0073,10.49,,,,,
2026-04-24T10:55:08.448301,RISK_CHECK,FSLY,,100,504.02,position_size_exceeds_limit_20,,,,,,
2026-04-24T10:55:08.678454,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:11.461281,SIGNAL,EXLS,,,,score_15.2_momentum_0.0075,15.2,,,,,
2026-04-24T10:55:11.462908,DECISION,EXLS,BUY,,,score_15.2_momentum_0.0075,15.2,,,,,
2026-04-24T10:55:11.464342,RISK_CHECK,EXLS,,100,131.1,position_size_exceeds_limit_76,,,,,,
2026-04-24T10:55:11.465781,SIGNAL,CSCO,,,,score_12.1_momentum_0.0078,12.08,,,,,
2026-04-24T10:55:11.467423,DECISION,CSCO,BUY,,,score_12.1_momentum_0.0078,12.08,,,,,
2026-04-24T10:55:11.469510,RISK_CHECK,CSCO,,100,272.17,position_size_exceeds_limit_37,,,,,,
2026-04-24T10:55:11.471569,SIGNAL,FSLY,,,,score_10.2_momentum_0.0066,10.16,,,,,
2026-04-24T10:55:11.473679,DECISION,FSLY,BUY,,,score_10.2_momentum_0.0066,10.16,,,,,
2026-04-24T10:55:11.475371,RISK_CHECK,FSLY,,100,506.61,position_size_exceeds_limit_20,,,,,,
2026-04-24T10:55:11.719143,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:14.805492,SIGNAL,KMTB,,,,score_10.4_momentum_0.0040,10.41,,,,,
2026-04-24T10:55:14.810154,DECISION,KMTB,BUY,,,score_10.4_momentum_0.0040,10.41,,,,,
2026-04-24T10:55:14.813430,RISK_CHECK,KMTB,,100,182.06,position_size_exceeds_limit_55,,,,,,
2026-04-24T10:55:15.086952,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:17.851439,SIGNAL,EXLS,,,,score_10.2_momentum_0.0050,10.15,,,,,
2026-04-24T10:55:17.855106,DECISION,EXLS,BUY,,,score_10.2_momentum_0.0050,10.15,,,,,
2026-04-24T10:55:17.858890,RISK_CHECK,EXLS,,100,131.69,position_size_exceeds_limit_76,,,,,,
2026-04-24T10:55:18.334402,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:20.805806,SIGNAL,EXLS,,,,score_10.1_momentum_0.0047,10.1,,,,,
2026-04-24T10:55:20.808129,DECISION,EXLS,BUY,,,score_10.1_momentum_0.0047,10.1,,,,,
2026-04-24T10:55:20.810419,RISK_CHECK,EXLS,,100,132.07,position_size_exceeds_limit_76,,,,,,
2026-04-24T10:55:21.089301,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:23.799694,SIGNAL,QCOM,,,,score_9.9_momentum_0.0028,9.89,,,,,
2026-04-24T10:55:23.802069,DECISION,QCOM,BUY,,,score_9.9_momentum_0.0028,9.89,,,,,
2026-04-24T10:55:23.804489,RISK_CHECK,QCOM,,100,397.21,position_size_exceeds_limit_25,,,,,,
2026-04-24T10:55:24.062483,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:26.823183,SIGNAL,LI,,,,score_11.3_momentum_0.0123,11.33,,,,,
2026-04-24T10:55:26.825622,DECISION,LI,BUY,,,score_11.3_momentum_0.0123,11.33,,,,,
2026-04-24T10:55:26.827812,RISK_CHECK,LI,,100,465.93,position_size_exceeds_limit_21,,,,,,
2026-04-24T10:55:26.830440,SIGNAL,DIS,,,,score_11.0_momentum_0.0039,10.99,,,,,
2026-04-24T10:55:26.833273,DECISION,DIS,BUY,,,score_11.0_momentum_0.0039,10.99,,,,,
2026-04-24T10:55:26.835416,RISK_CHECK,DIS,,100,413.51,position_size_exceeds_limit_24,,,,,,
2026-04-24T10:55:27.096273,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:30.105494,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:33.153837,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:36.091763,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:39.231542,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:41.939234,SIGNAL,PYPL,,,,score_10.8_momentum_0.0040,10.75,,,,,
2026-04-24T10:55:41.944695,DECISION,PYPL,BUY,,,score_10.8_momentum_0.0040,10.75,,,,,
2026-04-24T10:55:41.950229,RISK_CHECK,PYPL,,100,387.35,position_size_exceeds_limit_26,,,,,,
2026-04-24T10:55:42.387007,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:44.863444,SIGNAL,PYPL,,,,score_10.4_momentum_0.0063,10.39,,,,,
2026-04-24T10:55:44.865801,DECISION,PYPL,BUY,,,score_10.4_momentum_0.0063,10.39,,,,,
2026-04-24T10:55:44.868221,RISK_CHECK,PYPL,,100,388.29,position_size_exceeds_limit_26,,,,,,
2026-04-24T10:55:45.169963,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:48.171726,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:51.023698,SIGNAL,REGI,,,,score_11.7_momentum_0.0092,11.67,,,,,
2026-04-24T10:55:51.026106,DECISION,REGI,BUY,,,score_11.7_momentum_0.0092,11.67,,,,,
2026-04-24T10:55:51.028324,RISK_CHECK,REGI,,100,134.69,position_size_exceeds_limit_74,,,,,,
2026-04-24T10:55:51.308357,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:54.235840,SIGNAL,REGI,,,,score_11.8_momentum_0.0086,11.83,,,,,
2026-04-24T10:55:54.238357,DECISION,REGI,BUY,,,score_11.8_momentum_0.0086,11.83,,,,,
2026-04-24T10:55:54.241016,RISK_CHECK,REGI,,100,135.27,position_size_exceeds_limit_74,,,,,,
2026-04-24T10:55:54.244210,SIGNAL,MSTR,,,,score_10.0_momentum_0.0031,10.04,,,,,
2026-04-24T10:55:54.246596,DECISION,MSTR,BUY,,,score_10.0_momentum_0.0031,10.04,,,,,
2026-04-24T10:55:54.248957,RISK_CHECK,MSTR,,100,467.53,position_size_exceeds_limit_21,,,,,,
2026-04-24T10:55:54.577085,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:55:56.888556,SIGNAL,REGI,,,,score_9.9_momentum_0.0062,9.95,,,,,
2026-04-24T10:55:56.891225,DECISION,REGI,BUY,,,score_9.9_momentum_0.0062,9.95,,,,,
2026-04-24T10:55:56.893898,RISK_CHECK,REGI,,100,135.68,position_size_exceeds_limit_74,,,,,,
2026-04-24T10:55:57.389728,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:00.285413,SIGNAL,S,,,,score_11.0_momentum_0.0107,10.96,,,,,
2026-04-24T10:56:00.301041,DECISION,S,BUY,,,score_11.0_momentum_0.0107,10.96,,,,,
2026-04-24T10:56:00.305670,RISK_CHECK,S,,100,270.29,position_size_exceeds_limit_37,,,,,,
2026-04-24T10:56:00.696879,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:03.274552,SIGNAL,RBLX,,,,score_9.6_momentum_0.0043,9.6,,,,,
2026-04-24T10:56:03.277381,DECISION,RBLX,BUY,,,score_9.6_momentum_0.0043,9.6,,,,,
2026-04-24T10:56:03.280421,RISK_CHECK,RBLX,,100,483.2,position_size_exceeds_limit_21,,,,,,
2026-04-24T10:56:03.592317,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:06.271003,SIGNAL,RBLX,,,,score_11.2_momentum_0.0048,11.22,,,,,
2026-04-24T10:56:06.273879,DECISION,RBLX,BUY,,,score_11.2_momentum_0.0048,11.22,,,,,
2026-04-24T10:56:06.276752,RISK_CHECK,RBLX,,100,485.55,position_size_exceeds_limit_21,,,,,,
2026-04-24T10:56:06.281047,SIGNAL,JKHY,,,,score_11.0_momentum_0.0038,11.03,,,,,
2026-04-24T10:56:06.283867,DECISION,JKHY,BUY,,,score_11.0_momentum_0.0038,11.03,,,,,
2026-04-24T10:56:06.286734,RISK_CHECK,JKHY,,100,173.58,position_size_exceeds_limit_58,,,,,,
2026-04-24T10:56:06.610813,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:09.574254,SIGNAL,S,,,,score_8.2_momentum_0.0025,8.2,,,,,
2026-04-24T10:56:09.581705,DECISION,S,BUY,,,score_8.2_momentum_0.0025,8.2,,,,,
2026-04-24T10:56:09.585811,RISK_CHECK,S,,100,270.49,position_size_exceeds_limit_37,,,,,,
2026-04-24T10:56:09.911980,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:12.657190,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:15.681325,SIGNAL,CHRW,,,,score_9.4_momentum_0.0021,9.4,,,,,
2026-04-24T10:56:15.684382,DECISION,CHRW,BUY,,,score_9.4_momentum_0.0021,9.4,,,,,
2026-04-24T10:56:15.687890,RISK_CHECK,CHRW,,100,410.21,position_size_exceeds_limit_24,,,,,,
2026-04-24T10:56:16.041806,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:18.634631,SIGNAL,TWTR,,,,score_9.9_momentum_0.0055,9.9,,,,,
2026-04-24T10:56:18.637815,DECISION,TWTR,BUY,,,score_9.9_momentum_0.0055,9.9,,,,,
2026-04-24T10:56:18.640964,RISK_CHECK,TWTR,,100,474.78,position_size_exceeds_limit_21,,,,,,
2026-04-24T10:56:18.976337,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:21.683516,SIGNAL,JBHT,,,,score_13.1_momentum_0.0097,13.09,,,,,
2026-04-24T10:56:21.686888,DECISION,JBHT,BUY,,,score_13.1_momentum_0.0097,13.09,,,,,
2026-04-24T10:56:21.690407,RISK_CHECK,JBHT,,100,138.08,position_size_exceeds_limit_72,,,,,,
2026-04-24T10:56:22.128668,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:24.912396,SIGNAL,JBHT,,,,score_12.9_momentum_0.0051,12.89,,,,,
2026-04-24T10:56:24.918447,DECISION,JBHT,BUY,,,score_12.9_momentum_0.0051,12.89,,,,,
2026-04-24T10:56:24.928078,RISK_CHECK,JBHT,,100,138.08,position_size_exceeds_limit_72,,,,,,
2026-04-24T10:56:25.299642,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:28.228408,SIGNAL,PTON,,,,score_10.6_momentum_0.0038,10.64,,,,,
2026-04-24T10:56:28.231825,DECISION,PTON,BUY,,,score_10.6_momentum_0.0038,10.64,,,,,
2026-04-24T10:56:28.235099,RISK_CHECK,PTON,,100,242.27,position_size_exceeds_limit_41,,,,,,
2026-04-24T10:56:28.239035,SIGNAL,ACN,,,,score_8.5_momentum_0.0023,8.46,,,,,
2026-04-24T10:56:28.242961,DECISION,ACN,BUY,,,score_8.5_momentum_0.0023,8.46,,,,,
2026-04-24T10:56:28.246266,RISK_CHECK,ACN,,100,507.92,position_size_exceeds_limit_20,,,,,,
2026-04-24T10:56:28.673735,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:31.057284,SIGNAL,ACN,,,,score_11.1_momentum_0.0088,11.12,,,,,
2026-04-24T10:56:31.060768,DECISION,ACN,BUY,,,score_11.1_momentum_0.0088,11.12,,,,,
2026-04-24T10:56:31.064434,RISK_CHECK,ACN,,100,510.12,position_size_exceeds_limit_20,,,,,,
2026-04-24T10:56:31.068686,SIGNAL,PTON,,,,score_11.0_momentum_0.0056,11.01,,,,,
2026-04-24T10:56:31.072360,DECISION,PTON,BUY,,,score_11.0_momentum_0.0056,11.01,,,,,
2026-04-24T10:56:31.077172,RISK_CHECK,PTON,,100,243.25,position_size_exceeds_limit_41,,,,,,
2026-04-24T10:56:31.441374,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:34.458658,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:37.446278,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:40.761087,SIGNAL,TREX,,,,score_10.0_momentum_0.0025,9.99,,,,,
2026-04-24T10:56:40.764890,DECISION,TREX,BUY,,,score_10.0_momentum_0.0025,9.99,,,,,
2026-04-24T10:56:40.769450,RISK_CHECK,TREX,,100,361.74,position_size_exceeds_limit_28,,,,,,
2026-04-24T10:56:41.137290,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:43.882737,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:46.129149,SIGNAL,RBLX,,,,score_10.3_momentum_0.0071,10.33,,,,,
2026-04-24T10:56:46.133060,DECISION,RBLX,BUY,,,score_10.3_momentum_0.0071,10.33,,,,,
2026-04-24T10:56:46.138115,RISK_CHECK,RBLX,,100,494.52,position_size_exceeds_limit_20,,,,,,
2026-04-24T10:56:46.522514,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:49.158587,SIGNAL,MSFT,,,,score_9.8_momentum_0.0036,9.77,,,,,
2026-04-24T10:56:49.162543,DECISION,MSFT,BUY,,,score_9.8_momentum_0.0036,9.77,,,,,
2026-04-24T10:56:49.167632,RISK_CHECK,MSFT,,100,154.39,position_size_exceeds_limit_65,,,,,,
2026-04-24T10:56:49.619809,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:52.136834,SIGNAL,LCID,,,,score_10.0_momentum_0.0053,10.01,,,,,
2026-04-24T10:56:52.141766,DECISION,LCID,BUY,,,score_10.0_momentum_0.0053,10.01,,,,,
2026-04-24T10:56:52.147200,RISK_CHECK,LCID,,100,196.81,position_size_exceeds_limit_51,,,,,,
2026-04-24T10:56:52.535654,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:55.375159,SIGNAL,LCID,,,,score_10.4_momentum_0.0073,10.45,,,,,
2026-04-24T10:56:55.387653,DECISION,LCID,BUY,,,score_10.4_momentum_0.0073,10.45,,,,,
2026-04-24T10:56:55.397815,RISK_CHECK,LCID,,100,198.21,position_size_exceeds_limit_50,,,,,,
2026-04-24T10:56:55.404555,SIGNAL,PIN,,,,score_10.3_momentum_0.0030,10.26,,,,,
2026-04-24T10:56:55.411367,DECISION,PIN,BUY,,,score_10.3_momentum_0.0030,10.26,,,,,
2026-04-24T10:56:55.418250,RISK_CHECK,PIN,,100,325.99,position_size_exceeds_limit_31,,,,,,
2026-04-24T10:56:56.402490,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:56:59.156586,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:02.120039,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:04.556552,SIGNAL,SE,,,,score_9.0_momentum_0.0050,8.99,,,,,
2026-04-24T10:57:04.560691,DECISION,SE,BUY,,,score_9.0_momentum_0.0050,8.99,,,,,
2026-04-24T10:57:04.565746,RISK_CHECK,SE,,100,144.21,position_size_exceeds_limit_69,,,,,,
2026-04-24T10:57:05.003887,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:07.575067,SIGNAL,SE,,,,score_10.6_momentum_0.0052,10.64,,,,,
2026-04-24T10:57:07.579430,DECISION,SE,BUY,,,score_10.6_momentum_0.0052,10.64,,,,,
2026-04-24T10:57:07.585322,RISK_CHECK,SE,,100,144.82,position_size_exceeds_limit_69,,,,,,
2026-04-24T10:57:07.589337,SIGNAL,PTON,,,,score_8.4_momentum_0.0062,8.43,,,,,
2026-04-24T10:57:07.593318,DECISION,PTON,BUY,,,score_8.4_momentum_0.0062,8.43,,,,,
2026-04-24T10:57:07.600718,RISK_CHECK,PTON,,100,246.0,position_size_exceeds_limit_41,,,,,,
2026-04-24T10:57:08.007160,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:10.622276,SIGNAL,SE,,,,score_9.9_momentum_0.0052,9.91,,,,,
2026-04-24T10:57:10.627292,DECISION,SE,BUY,,,score_9.9_momentum_0.0052,9.91,,,,,
2026-04-24T10:57:10.633380,RISK_CHECK,SE,,100,145.46,position_size_exceeds_limit_69,,,,,,
2026-04-24T10:57:11.064518,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:13.652491,SIGNAL,SE,,,,score_9.4_momentum_0.0014,9.45,,,,,
2026-04-24T10:57:13.656891,DECISION,SE,BUY,,,score_9.4_momentum_0.0014,9.45,,,,,
2026-04-24T10:57:13.662673,RISK_CHECK,SE,,100,145.65,position_size_exceeds_limit_69,,,,,,
2026-04-24T10:57:13.667058,SIGNAL,PDD,,,,score_8.8_momentum_0.0016,8.85,,,,,
2026-04-24T10:57:13.671291,DECISION,PDD,BUY,,,score_8.8_momentum_0.0016,8.85,,,,,
2026-04-24T10:57:13.675695,RISK_CHECK,PDD,,100,129.95,position_size_exceeds_limit_77,,,,,,
2026-04-24T10:57:14.154152,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:16.845880,SIGNAL,PINS,,,,score_11.3_momentum_0.0030,11.33,,,,,
2026-04-24T10:57:16.860885,DECISION,PINS,BUY,,,score_11.3_momentum_0.0030,11.33,,,,,
2026-04-24T10:57:16.879872,RISK_CHECK,PINS,,100,211.59,position_size_exceeds_limit_47,,,,,,
2026-04-24T10:57:16.888327,SIGNAL,SNOW,,,,score_8.2_momentum_0.0063,8.19,,,,,
2026-04-24T10:57:16.898166,DECISION,SNOW,BUY,,,score_8.2_momentum_0.0063,8.19,,,,,
2026-04-24T10:57:16.906729,RISK_CHECK,SNOW,,100,209.63,position_size_exceeds_limit_48,,,,,,
2026-04-24T10:57:17.431690,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:19.649902,SIGNAL,PINS,,,,score_9.7_momentum_0.0047,9.69,,,,,
2026-04-24T10:57:19.654652,DECISION,PINS,BUY,,,score_9.7_momentum_0.0047,9.69,,,,,
2026-04-24T10:57:19.660900,RISK_CHECK,PINS,,100,212.28,position_size_exceeds_limit_47,,,,,,
2026-04-24T10:57:19.665667,SIGNAL,PG,,,,score_9.0_momentum_0.0057,9.02,,,,,
2026-04-24T10:57:19.670324,DECISION,PG,BUY,,,score_9.0_momentum_0.0057,9.02,,,,,
2026-04-24T10:57:19.674963,RISK_CHECK,PG,,100,179.31,position_size_exceeds_limit_56,,,,,,
2026-04-24T10:57:20.117676,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:22.642901,SIGNAL,PINS,,,,score_10.8_momentum_0.0053,10.83,,,,,
2026-04-24T10:57:22.651036,DECISION,PINS,BUY,,,score_10.8_momentum_0.0053,10.83,,,,,
2026-04-24T10:57:22.655869,RISK_CHECK,PINS,,100,213.11,position_size_exceeds_limit_47,,,,,,
2026-04-24T10:57:23.250120,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:26.136273,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:29.251063,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:31.663468,SIGNAL,NVDA,,,,score_10.5_momentum_0.0044,10.48,,,,,
2026-04-24T10:57:31.670532,DECISION,NVDA,BUY,,,score_10.5_momentum_0.0044,10.48,,,,,
2026-04-24T10:57:31.676427,RISK_CHECK,NVDA,,100,438.48,position_size_exceeds_limit_23,,,,,,
2026-04-24T10:57:32.446974,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:34.757154,SIGNAL,CRM,,,,score_10.9_momentum_0.0081,10.91,,,,,
2026-04-24T10:57:34.762239,DECISION,CRM,BUY,,,score_10.9_momentum_0.0081,10.91,,,,,
2026-04-24T10:57:34.768929,RISK_CHECK,CRM,,100,196.64,position_size_exceeds_limit_51,,,,,,
2026-04-24T10:57:35.196164,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:37.785531,SIGNAL,CRM,,,,score_9.8_momentum_0.0039,9.85,,,,,
2026-04-24T10:57:37.790872,DECISION,CRM,BUY,,,score_9.8_momentum_0.0039,9.85,,,,,
2026-04-24T10:57:37.797741,RISK_CHECK,CRM,,100,196.46,position_size_exceeds_limit_51,,,,,,
2026-04-24T10:57:38.229263,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:40.926278,SIGNAL,CRM,,,,score_10.8_momentum_0.0038,10.8,,,,,
2026-04-24T10:57:40.934713,DECISION,CRM,BUY,,,score_10.8_momentum_0.0038,10.8,,,,,
2026-04-24T10:57:40.943570,RISK_CHECK,CRM,,100,196.94,position_size_exceeds_limit_51,,,,,,
2026-04-24T10:57:42.052181,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:44.234384,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:47.588613,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:56.858951,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:57:59.598953,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:58:02.660615,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:58:05.657576,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:58:08.684386,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:58:11.525970,SIGNAL,JKHY,,,,score_12.6_momentum_0.0091,12.58,,,,,
2026-04-24T10:58:11.531354,DECISION,JKHY,BUY,,,score_12.6_momentum_0.0091,12.58,,,,,
2026-04-24T10:58:11.537534,RISK_CHECK,JKHY,,100,173.06,position_size_exceeds_limit_58,,,,,,
2026-04-24T10:58:11.542474,SIGNAL,ZILLOW,,,,score_5.5_momentum_0.0051,5.47,,,,,
2026-04-24T10:58:11.547493,DECISION,ZILLOW,BUY,,,score_5.5_momentum_0.0051,5.47,,,,,
2026-04-24T10:58:11.552591,RISK_CHECK,ZILLOW,,100,148.79,position_size_exceeds_limit_67,,,,,,
2026-04-24T10:58:11.722982,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T10:58:14.712335,SIGNAL,IBM,,,,score_9.6_momentum_0.0093,9.62,,,,,
2026-04-24T10:58:14.718092,DECISION,IBM,BUY,,,score_9.6_momentum_0.0093,9.62,,,,,
2026-04-24T10:58:14.725224,RISK_CHECK,IBM,,100,310.76,position_size_exceeds_limit_32,,,,,,
2026-04-24T10:58:14.730425,SIGNAL,LI,,,,score_9.4_momentum_0.0013,9.44,,,,,
2026-04-24T10:58:14.736085,DECISION,LI,BUY,,,score_9.4_momentum_0.0013,9.44,,,,,
2026-04-24T10:58:14.742431,RISK_CHECK,LI,,100,448.28,position_size_exceeds_limit_22,,,,,,
2026-04-24T10:58:14.749288,SIGNAL,U,,,,score_8.7_momentum_0.0068,8.73,,,,,
